firm_id,zone_id,sector_id,size_band,market_segment_id,ability_to_pay_score,digital_maturity_score,channel_reachability_score,expansion_potential_score
firm-v2-000495,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000496,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-000497,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-000498,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-000499,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000500,east_growth_corridor,growth_services,medium,b2b_knowledge_and_admin_smes,91.13,96.08,78.72,88.18
firm-v2-000501,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000502,admin_professional_belt,real_estate_services,micro,b2b_general_local_smes,48.63,58.56,58.06,54.17
firm-v2-000503,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000504,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000505,outer_commuter_belt,construction_contractors,small,b2b_field_and_flow_operators,45.28,50.64,48.72,50.98
firm-v2-000506,core_colombo,wholesale_distribution,small,b2b_field_and_flow_operators,65.23,60.24,56.15,59.37
firm-v2-000507,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000508,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000509,core_colombo,retail_trade,small,b2b_consumer_service_smes,63.23,60.24,60.55,64.57
firm-v2-000510,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000511,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000512,outer_commuter_belt,construction_contractors,small,b2b_field_and_flow_operators,45.28,50.64,48.72,50.98
firm-v2-000513,admin_professional_belt,retail_trade,small,b2b_consumer_service_smes,64.97,61.44,60.98,65.39
firm-v2-000514,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000515,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000516,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000517,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000518,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000519,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-000520,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000521,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000522,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000523,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000524,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000525,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000526,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000527,outer_commuter_belt,real_estate_services,micro,b2b_general_local_smes,32.93,47.76,54.13,46.75
firm-v2-000528,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-000529,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-000530,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000531,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000532,core_colombo,retail_trade,micro,b2b_frontline_micro_operators,40.24,35.36,43.76,44.85
firm-v2-000533,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000534,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000535,admin_professional_belt,logistics_services,small,b2b_field_and_flow_operators,68.97,61.44,56.58,60.75
firm-v2-000536,outer_commuter_belt,real_estate_services,micro,b2b_general_local_smes,32.93,47.76,54.13,46.75
firm-v2-000537,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000538,east_growth_corridor,wholesale_distribution,small,b2b_field_and_flow_operators,58.25,55.44,54.4,56.07
firm-v2-000539,east_growth_corridor,wholesale_distribution,small,b2b_field_and_flow_operators,58.25,55.44,54.4,56.07
firm-v2-000540,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000541,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-000542,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000543,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-000544,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-000545,south_west_suburban,healthcare_services,small,b2b_service_admin_clusters,68.51,54.24,64.97,64.41
firm-v2-000546,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000547,south_west_suburban,tourism_hospitality,small,b2b_consumer_service_smes,52.51,54.24,60.57,59.97
firm-v2-000548,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000549,core_colombo,tourism_hospitality,small,b2b_consumer_service_smes,61.23,60.24,62.75,64.09
firm-v2-000550,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000551,south_west_suburban,logistics_services,small,b2b_field_and_flow_operators,58.51,54.24,53.97,55.81
firm-v2-000552,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-000553,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000554,admin_professional_belt,light_manufacturing,micro,b2b_workshop_manufacturing,39.99,36.56,37.7,34.31
firm-v2-000555,outer_commuter_belt,professional_services,small,b2b_knowledge_and_admin_smes,67.92,72.64,70.92,64.04
firm-v2-000556,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000557,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000558,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000559,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-000560,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-000561,admin_professional_belt,construction_contractors,small,b2b_field_and_flow_operators,60.97,61.44,52.64,58.39
firm-v2-000562,core_colombo,tourism_hospitality,small,b2b_consumer_service_smes,61.23,60.24,62.75,64.09
firm-v2-000563,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000564,east_growth_corridor,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,83.21,80.08,78.24,75.88
firm-v2-000565,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000566,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000567,south_west_suburban,logistics_services,small,b2b_field_and_flow_operators,58.51,54.24,53.97,55.81
firm-v2-000568,core_colombo,construction_contractors,small,b2b_field_and_flow_operators,59.23,60.24,52.21,57.57
firm-v2-000569,south_west_suburban,healthcare_services,small,b2b_service_admin_clusters,68.51,54.24,64.97,64.41
firm-v2-000570,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000571,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000572,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-000573,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-000574,core_colombo,light_manufacturing,micro,b2b_workshop_manufacturing,38.24,35.36,37.26,33.49
firm-v2-000575,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000576,core_colombo,retail_trade,small,b2b_consumer_service_smes,63.23,60.24,60.55,64.57
firm-v2-000577,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000578,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000579,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-000580,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000581,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-000582,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000583,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000584,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-000585,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000586,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000587,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-000588,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000589,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-000590,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000591,east_growth_corridor,tourism_hospitality,small,b2b_consumer_service_smes,54.25,55.44,61.0,60.79
firm-v2-000592,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000593,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000594,east_growth_corridor,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,83.21,80.08,78.24,75.88
firm-v2-000595,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000596,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000597,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000598,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-000599,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-000600,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000601,south_west_suburban,construction_contractors,small,b2b_field_and_flow_operators,50.51,54.24,50.03,53.45
firm-v2-000602,core_colombo,professional_services,small,b2b_knowledge_and_admin_smes,81.87,82.24,74.41,70.63
firm-v2-000603,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000604,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000605,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-000606,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000607,outer_commuter_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,76.23,75.28,76.5,72.58
firm-v2-000608,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000609,south_west_suburban,tourism_hospitality,small,b2b_consumer_service_smes,52.51,54.24,60.57,59.97
firm-v2-000610,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000611,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-000612,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000613,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000614,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000615,admin_professional_belt,education_services,small,b2b_service_admin_clusters,72.97,61.44,66.48,67.63
firm-v2-000616,core_colombo,real_estate_services,micro,b2b_general_local_smes,46.88,57.36,57.62,53.35
firm-v2-000617,admin_professional_belt,professional_services,small,b2b_knowledge_and_admin_smes,83.61,83.44,74.84,71.45
firm-v2-000618,south_west_suburban,professional_services,small,b2b_knowledge_and_admin_smes,73.15,76.24,72.23,66.51
firm-v2-000619,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000620,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000621,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000622,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000623,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000624,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000625,core_colombo,construction_contractors,small,b2b_field_and_flow_operators,59.23,60.24,52.21,57.57
firm-v2-000626,outer_commuter_belt,personal_services,micro,b2b_frontline_micro_operators,18.29,25.76,50.17,36.37
firm-v2-000627,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-000628,outer_commuter_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,76.23,75.28,76.5,72.58
firm-v2-000629,core_colombo,tourism_hospitality,small,b2b_consumer_service_smes,61.23,60.24,62.75,64.09
firm-v2-000630,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000631,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000632,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-000633,east_growth_corridor,logistics_services,small,b2b_field_and_flow_operators,60.25,55.44,54.4,56.63
firm-v2-000634,south_west_suburban,personal_services,micro,b2b_frontline_micro_operators,23.52,29.36,51.48,38.85
firm-v2-000635,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-000636,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-000637,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-000638,outer_commuter_belt,logistics_services,small,b2b_field_and_flow_operators,53.28,50.64,52.66,53.34
firm-v2-000639,core_colombo,logistics_services,small,b2b_field_and_flow_operators,67.23,60.24,56.15,59.93
firm-v2-000640,core_colombo,light_manufacturing,micro,b2b_workshop_manufacturing,38.24,35.36,37.26,33.49
firm-v2-000641,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000642,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000643,core_colombo,light_manufacturing,micro,b2b_workshop_manufacturing,38.24,35.36,37.26,33.49
firm-v2-000644,admin_professional_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,91.93,86.08,80.42,80.0
firm-v2-000645,core_colombo,logistics_services,small,b2b_field_and_flow_operators,67.23,60.24,56.15,59.93
firm-v2-000646,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-000647,core_colombo,growth_services,medium,b2b_knowledge_and_admin_smes,98.0,100.0,80.44,91.2
firm-v2-000648,core_colombo,healthcare_services,small,b2b_service_admin_clusters,77.23,60.24,67.15,68.53
firm-v2-000649,outer_commuter_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,76.23,75.28,76.5,72.58
firm-v2-000650,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-000651,core_colombo,tourism_hospitality,small,b2b_consumer_service_smes,61.23,60.24,62.75,64.09
firm-v2-000652,east_growth_corridor,tourism_hospitality,small,b2b_consumer_service_smes,54.25,55.44,61.0,60.79
firm-v2-000653,outer_commuter_belt,wholesale_distribution,small,b2b_field_and_flow_operators,51.28,50.64,52.66,52.78
firm-v2-000654,outer_commuter_belt,professional_services,small,b2b_knowledge_and_admin_smes,67.92,72.64,70.92,64.04
firm-v2-000655,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000656,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000657,core_colombo,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,90.19,84.88,79.99,79.18
firm-v2-000658,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000659,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000660,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000661,east_growth_corridor,tourism_hospitality,small,b2b_consumer_service_smes,54.25,55.44,61.0,60.79
firm-v2-000662,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000663,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000664,south_west_suburban,healthcare_services,small,b2b_service_admin_clusters,68.51,54.24,64.97,64.41
firm-v2-000665,east_growth_corridor,tourism_hospitality,small,b2b_consumer_service_smes,54.25,55.44,61.0,60.79
firm-v2-000666,south_west_suburban,tourism_hospitality,small,b2b_consumer_service_smes,52.51,54.24,60.57,59.97
firm-v2-000667,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-000668,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000669,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-000670,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000671,outer_commuter_belt,real_estate_services,micro,b2b_general_local_smes,32.93,47.76,54.13,46.75
firm-v2-000672,outer_commuter_belt,tourism_hospitality,small,b2b_consumer_service_smes,47.28,50.64,59.26,57.5
firm-v2-000673,outer_commuter_belt,tourism_hospitality,small,b2b_consumer_service_smes,47.28,50.64,59.26,57.5
firm-v2-000674,admin_professional_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,91.93,86.08,80.42,80.0
firm-v2-000675,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-000676,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000677,east_growth_corridor,growth_services,medium,b2b_knowledge_and_admin_smes,91.13,96.08,78.72,88.18
firm-v2-000678,south_west_suburban,tourism_hospitality,small,b2b_consumer_service_smes,52.51,54.24,60.57,59.97
firm-v2-000679,core_colombo,food_service,micro,b2b_frontline_micro_operators,36.24,35.36,43.76,43.73
firm-v2-000680,core_colombo,construction_contractors,small,b2b_field_and_flow_operators,59.23,60.24,52.21,57.57
firm-v2-000681,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000682,outer_commuter_belt,construction_contractors,small,b2b_field_and_flow_operators,45.28,50.64,48.72,50.98
firm-v2-000683,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000684,south_west_suburban,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,81.47,78.88,77.81,75.06
firm-v2-000685,admin_professional_belt,education_services,small,b2b_service_admin_clusters,72.97,61.44,66.48,67.63
firm-v2-000686,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-000687,south_west_suburban,logistics_services,small,b2b_field_and_flow_operators,58.51,54.24,53.97,55.81
firm-v2-000688,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000689,admin_professional_belt,food_service,micro,b2b_frontline_micro_operators,37.99,36.56,44.2,44.55
firm-v2-000690,south_west_suburban,healthcare_services,small,b2b_service_admin_clusters,68.51,54.24,64.97,64.41
firm-v2-000691,east_growth_corridor,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,83.21,80.08,78.24,75.88
firm-v2-000692,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-000693,south_west_suburban,retail_trade,small,b2b_consumer_service_smes,54.51,54.24,58.37,60.45
firm-v2-000694,core_colombo,tourism_hospitality,small,b2b_consumer_service_smes,61.23,60.24,62.75,64.09
firm-v2-000695,core_colombo,retail_trade,small,b2b_consumer_service_smes,63.23,60.24,60.55,64.57
firm-v2-000696,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-000697,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000698,core_colombo,tourism_hospitality,small,b2b_consumer_service_smes,61.23,60.24,62.75,64.09
firm-v2-000699,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000700,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000701,south_west_suburban,logistics_services,small,b2b_field_and_flow_operators,58.51,54.24,53.97,55.81
firm-v2-000702,east_growth_corridor,education_services,small,b2b_service_admin_clusters,64.25,55.44,64.3,63.51
firm-v2-000703,south_west_suburban,education_services,small,b2b_service_admin_clusters,62.51,54.24,63.87,62.69
firm-v2-000704,core_colombo,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,90.19,84.88,79.99,79.18
firm-v2-000705,outer_commuter_belt,retail_trade,micro,b2b_frontline_micro_operators,26.29,25.76,40.27,38.25
firm-v2-000706,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000707,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-000708,outer_commuter_belt,food_service,micro,b2b_frontline_micro_operators,22.29,25.76,40.27,37.13
firm-v2-000709,south_west_suburban,wholesale_distribution,small,b2b_field_and_flow_operators,56.51,54.24,53.97,55.25
firm-v2-000710,south_west_suburban,growth_services,medium,b2b_knowledge_and_admin_smes,89.39,94.88,78.29,87.36
firm-v2-000711,outer_commuter_belt,real_estate_services,micro,b2b_general_local_smes,32.93,47.76,54.13,46.75
firm-v2-000712,core_colombo,growth_services,medium,b2b_knowledge_and_admin_smes,98.0,100.0,80.44,91.2
firm-v2-000713,outer_commuter_belt,healthcare_services,small,b2b_service_admin_clusters,63.28,50.64,63.66,61.94
firm-v2-000714,admin_professional_belt,professional_services,small,b2b_knowledge_and_admin_smes,83.61,83.44,74.84,71.45
firm-v2-000715,south_west_suburban,food_service,micro,b2b_frontline_micro_operators,27.52,29.36,41.58,39.61
firm-v2-000716,outer_commuter_belt,light_manufacturing,micro,b2b_workshop_manufacturing,24.29,25.76,33.77,26.89
firm-v2-000717,core_colombo,light_manufacturing,micro,b2b_workshop_manufacturing,38.24,35.36,37.26,33.49
firm-v2-000718,east_growth_corridor,light_manufacturing,micro,b2b_workshop_manufacturing,31.27,30.56,35.52,30.19
firm-v2-000719,south_west_suburban,logistics_services,small,b2b_field_and_flow_operators,58.51,54.24,53.97,55.81
firm-v2-000720,east_growth_corridor,real_estate_services,micro,b2b_general_local_smes,39.91,52.56,55.88,50.05
firm-v2-000721,east_growth_corridor,retail_trade,small,b2b_consumer_service_smes,56.25,55.44,58.8,61.27
firm-v2-000722,core_colombo,education_services,small,b2b_service_admin_clusters,71.23,60.24,66.05,66.81
firm-v2-000723,east_growth_corridor,professional_services,small,b2b_knowledge_and_admin_smes,74.89,77.44,72.66,67.33
firm-v2-000724,east_growth_corridor,retail_trade,micro,b2b_frontline_micro_operators,33.27,30.56,42.02,41.55
firm-v2-000725,outer_commuter_belt,education_services,small,b2b_service_admin_clusters,57.28,50.64,62.56,60.22
firm-v2-000726,south_west_suburban,retail_trade,micro,b2b_frontline_micro_operators,31.52,29.36,41.58,40.73
firm-v2-000727,admin_professional_belt,retail_trade,micro,b2b_frontline_micro_operators,41.99,36.56,44.2,45.67
firm-v2-000728,admin_professional_belt,personal_services,micro,b2b_frontline_micro_operators,33.99,36.56,54.1,43.79
firm-v2-000729,south_west_suburban,real_estate_services,micro,b2b_general_local_smes,38.16,51.36,55.44,49.23
firm-v2-000730,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
firm-v2-000731,east_growth_corridor,healthcare_services,small,b2b_service_admin_clusters,70.25,55.44,65.4,65.23
firm-v2-000732,outer_commuter_belt,construction_contractors,small,b2b_field_and_flow_operators,45.28,50.64,48.72,50.98
firm-v2-000733,outer_commuter_belt,retail_trade,small,b2b_consumer_service_smes,49.28,50.64,57.06,57.98
firm-v2-000734,east_growth_corridor,construction_contractors,small,b2b_field_and_flow_operators,52.25,55.44,50.46,54.27
firm-v2-000735,outer_commuter_belt,finance_admin_smes,medium,b2b_knowledge_and_admin_smes,76.23,75.28,76.5,72.58
firm-v2-000736,core_colombo,growth_services,medium,b2b_knowledge_and_admin_smes,98.0,100.0,80.44,91.2
firm-v2-000737,admin_professional_belt,personal_services,micro,b2b_frontline_micro_operators,33.99,36.56,54.1,43.79
firm-v2-000738,east_growth_corridor,personal_services,micro,b2b_frontline_micro_operators,25.27,30.56,51.92,39.67
firm-v2-000739,south_west_suburban,light_manufacturing,micro,b2b_workshop_manufacturing,29.52,29.36,35.08,29.37
