person_id,household_id,zone_id,market_segment_id,age_band,employment_status,language_preference,budget_headroom_score,trust_openness_score,digital_readiness_score,best_channel_reachability,retention_potential_score
person-001131-04,household-v2-001131,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,si,10.19,77.82,67.16,69.75,66.53
person-001132-01,household-v2-001132,admin_professional_belt,b2c_everyday_utility_seekers,35-44,salaried_worker,si,68.62,100.0,100.0,95.0,81.43
person-001132-02,household-v2-001132,admin_professional_belt,b2c_everyday_utility_seekers,25-34,salaried_worker,si,68.62,100.0,100.0,95.0,81.43
person-001132-03,household-v2-001132,admin_professional_belt,b2c_everyday_utility_seekers,0-14,student,si_en,68.62,100.0,100.0,95.0,81.43
person-001132-04,household-v2-001132,admin_professional_belt,b2c_youth_upskilling_renters,15-24,student,si,68.62,100.0,100.0,95.0,85.36
person-001133-01,household-v2-001133,south_west_suburban,b2c_budget_stretched_commuters,35-44,informal_worker,ta,11.06,78.78,68.12,70.57,63.36
person-001133-02,household-v2-001133,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,11.06,78.78,68.12,70.57,63.36
person-001133-03,household-v2-001133,south_west_suburban,b2c_budget_stretched_commuters,65+,informal_worker,si,11.06,78.78,68.12,70.57,63.36
person-001134-01,household-v2-001134,east_growth_corridor,b2c_budget_stretched_commuters,35-44,salaried_worker,ta_en,34.19,100.0,100.0,95.0,67.99
person-001134-02,household-v2-001134,east_growth_corridor,b2c_budget_stretched_commuters,35-44,salaried_worker,ta_en,34.19,100.0,100.0,95.0,67.99
person-001135-01,household-v2-001135,south_west_suburban,b2c_education_intensive_families,45-54,salaried_worker,si,66.5,100.0,100.0,95.0,73.14
person-001135-02,household-v2-001135,south_west_suburban,b2c_education_intensive_families,0-14,student,si,66.5,100.0,100.0,95.0,73.14
person-001135-03,household-v2-001135,south_west_suburban,b2c_care_navigation_households,65+,salaried_worker,si,66.5,100.0,100.0,95.0,73.14
person-001136-01,household-v2-001136,east_growth_corridor,b2c_budget_stretched_commuters,25-34,informal_worker,si,11.56,78.54,67.88,70.36,66.74
person-001136-02,household-v2-001136,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si,11.56,78.54,67.88,70.36,66.74
person-001136-03,household-v2-001136,east_growth_corridor,b2c_budget_stretched_commuters,65+,informal_worker,si,11.56,78.54,67.88,70.36,66.74
person-001137-01,household-v2-001137,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-001137-02,household-v2-001137,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-001137-03,household-v2-001137,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,en,34.62,99.78,100.0,94.94,67.42
person-001137-04,household-v2-001137,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si,34.62,99.78,100.0,94.94,67.42
person-001138-01,household-v2-001138,admin_professional_belt,b2c_education_intensive_families,25-34,salaried_worker,si,70.5,100.0,100.0,95.0,77.87
person-001138-02,household-v2-001138,admin_professional_belt,b2c_education_intensive_families,0-14,student,si,70.5,100.0,100.0,95.0,77.87
person-001138-03,household-v2-001138,admin_professional_belt,b2c_care_navigation_households,65+,salaried_worker,si_en,70.5,100.0,100.0,95.0,77.87
person-001139-01,household-v2-001139,east_growth_corridor,b2c_budget_stretched_commuters,25-34,salaried_worker,si,35.12,99.54,100.0,94.89,64.24
person-001139-02,household-v2-001139,east_growth_corridor,b2c_budget_stretched_commuters,35-44,salaried_worker,si_en,35.12,99.54,100.0,94.89,70.8
person-001139-03,household-v2-001139,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,en,35.12,99.54,100.0,94.89,64.24
person-001139-04,household-v2-001139,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,si,35.12,99.54,100.0,94.89,65.55
person-001140-01,household-v2-001140,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-001140-02,household-v2-001140,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,ta_en,33.69,83.78,100.0,90.94,69.2
person-001141-01,household-v2-001141,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-001141-02,household-v2-001141,south_west_suburban,b2c_budget_stretched_commuters,55-64,salaried_worker,si_en,34.62,99.78,100.0,94.94,73.97
person-001141-03,household-v2-001141,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si_en,34.62,99.78,100.0,94.94,67.42
person-001141-04,household-v2-001141,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si,34.62,99.78,100.0,94.94,67.42
person-001142-01,household-v2-001142,south_west_suburban,b2c_budget_stretched_commuters,55-64,salaried_worker,si,33.69,100.0,100.0,95.0,67.89
person-001142-02,household-v2-001142,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,ta_en,33.69,100.0,100.0,95.0,67.89
person-001143-01,household-v2-001143,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-001143-02,household-v2-001143,core_colombo,b2c_affluent_service_optimizers,45-54,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001143-03,household-v2-001143,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-001144-01,household-v2-001144,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,si,67.62,100.0,100.0,95.0,77.3
person-001144-02,household-v2-001144,core_colombo,b2c_everyday_utility_seekers,55-64,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-001144-03,household-v2-001144,core_colombo,b2c_everyday_utility_seekers,0-14,student,en,67.62,100.0,100.0,95.0,77.3
person-001144-04,household-v2-001144,core_colombo,b2c_youth_upskilling_renters,15-24,student,si_en,67.62,100.0,100.0,95.0,82.54
person-001145-01,household-v2-001145,outer_commuter_belt,b2c_care_navigation_households,65+,retired,ta,9.56,77.82,67.16,69.75,65.68
person-001145-02,household-v2-001145,outer_commuter_belt,b2c_care_navigation_households,65+,retired,si,9.56,77.82,67.16,69.75,65.68
person-001146-01,household-v2-001146,south_west_suburban,b2c_education_intensive_families,35-44,salaried_worker,si_en,66.5,100.0,100.0,95.0,73.14
person-001146-02,household-v2-001146,south_west_suburban,b2c_education_intensive_families,0-14,student,si,66.5,100.0,100.0,95.0,73.14
person-001146-03,household-v2-001146,south_west_suburban,b2c_care_navigation_households,65+,salaried_worker,si,66.5,100.0,100.0,95.0,73.14
person-001147-01,household-v2-001147,outer_commuter_belt,b2c_care_navigation_households,65+,retired,si,9.56,77.82,67.16,69.75,65.68
person-001147-02,household-v2-001147,outer_commuter_belt,b2c_care_navigation_households,65+,retired,si_en,9.56,77.82,67.16,69.75,65.68
person-001148-01,household-v2-001148,east_growth_corridor,b2c_budget_stretched_commuters,35-44,salaried_worker,si,35.12,99.54,100.0,94.89,64.24
person-001148-02,household-v2-001148,east_growth_corridor,b2c_budget_stretched_commuters,45-54,salaried_worker,si,35.12,99.54,100.0,94.89,70.8
person-001148-03,household-v2-001148,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si_en,35.12,99.54,100.0,94.89,64.24
person-001148-04,household-v2-001148,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,si,35.12,99.54,100.0,94.89,65.55
person-001149-01,household-v2-001149,east_growth_corridor,b2c_budget_stretched_commuters,25-34,salaried_worker,ta,34.19,100.0,100.0,95.0,67.99
person-001149-02,household-v2-001149,east_growth_corridor,b2c_budget_stretched_commuters,35-44,salaried_worker,si_en,34.19,100.0,100.0,95.0,67.99
person-001150-01,household-v2-001150,outer_commuter_belt,b2c_budget_stretched_commuters,25-34,informal_worker,ta,9.56,77.82,67.16,69.75,67.65
person-001150-02,household-v2-001150,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,9.56,77.82,67.16,69.75,67.65
person-001150-03,household-v2-001150,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,si,9.56,77.82,67.16,69.75,67.65
person-001151-01,household-v2-001151,south_west_suburban,b2c_everyday_utility_seekers,35-44,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001151-02,household-v2-001151,south_west_suburban,b2c_everyday_utility_seekers,25-34,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001151-03,household-v2-001151,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si_en,64.62,100.0,100.0,95.0,76.7
person-001151-04,household-v2-001151,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,si_en,64.62,100.0,100.0,95.0,81.94
person-001152-01,household-v2-001152,outer_commuter_belt,b2c_care_navigation_households,65+,retired,si,9.56,77.82,67.16,69.75,65.68
person-001152-02,household-v2-001152,outer_commuter_belt,b2c_care_navigation_households,65+,retired,ta,9.56,77.82,67.16,69.75,65.68
person-001153-01,household-v2-001153,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,87.71
person-001153-02,household-v2-001153,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-001153-03,household-v2-001153,core_colombo,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,87.71
person-001154-01,household-v2-001154,core_colombo,b2c_education_intensive_families,25-34,salaried_worker,si_en,69.5,100.0,100.0,95.0,73.74
person-001154-02,household-v2-001154,core_colombo,b2c_education_intensive_families,0-14,student,si,69.5,100.0,100.0,95.0,73.74
person-001154-03,household-v2-001154,core_colombo,b2c_care_navigation_households,65+,salaried_worker,si,69.5,100.0,100.0,95.0,73.74
person-001155-01,household-v2-001155,outer_commuter_belt,b2c_budget_stretched_commuters,25-34,informal_worker,si,9.56,77.82,67.16,69.75,67.65
person-001155-02,household-v2-001155,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,9.56,77.82,67.16,69.75,67.65
person-001155-03,household-v2-001155,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,si,9.56,77.82,67.16,69.75,67.65
person-001156-01,household-v2-001156,east_growth_corridor,b2c_budget_stretched_commuters,55-64,salaried_worker,si,12.19,78.54,67.88,70.36,65.56
person-001156-02,household-v2-001156,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,ta,12.19,78.54,67.88,70.36,65.56
person-001156-03,household-v2-001156,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,ta,12.19,78.54,67.88,70.36,69.49
person-001156-04,household-v2-001156,east_growth_corridor,b2c_budget_stretched_commuters,65+,salaried_worker,ta,12.19,78.54,67.88,70.36,65.56
person-001157-01,household-v2-001157,core_colombo,b2c_everyday_utility_seekers,45-54,salaried_worker,si,67.62,100.0,100.0,95.0,77.3
person-001157-02,household-v2-001157,core_colombo,b2c_everyday_utility_seekers,25-34,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-001157-03,household-v2-001157,core_colombo,b2c_everyday_utility_seekers,0-14,student,si,67.62,100.0,100.0,95.0,77.3
person-001157-04,household-v2-001157,core_colombo,b2c_youth_upskilling_renters,15-24,student,si,67.62,100.0,100.0,95.0,82.54
person-001158-01,household-v2-001158,east_growth_corridor,b2c_budget_stretched_commuters,35-44,informal_worker,si_en,11.56,78.54,67.88,70.36,66.74
person-001158-02,household-v2-001158,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si_en,11.56,78.54,67.88,70.36,66.74
person-001158-03,household-v2-001158,east_growth_corridor,b2c_budget_stretched_commuters,65+,informal_worker,si,11.56,78.54,67.88,70.36,66.74
person-001159-01,household-v2-001159,core_colombo,b2c_everyday_utility_seekers,55-64,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-001159-02,household-v2-001159,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-001159-03,household-v2-001159,core_colombo,b2c_everyday_utility_seekers,0-14,student,si_en,67.62,100.0,100.0,95.0,77.3
person-001159-04,household-v2-001159,core_colombo,b2c_youth_upskilling_renters,15-24,student,si_en,67.62,100.0,100.0,95.0,82.54
person-001160-01,household-v2-001160,admin_professional_belt,b2c_affluent_service_optimizers,35-44,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-001160-02,household-v2-001160,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-001160-03,household-v2-001160,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,si,100.0,100.0,100.0,95.0,85.08
person-001161-01,household-v2-001161,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-001161-02,household-v2-001161,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-001162-01,household-v2-001162,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-001162-02,household-v2-001162,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-001163-01,household-v2-001163,core_colombo,b2c_education_intensive_families,35-44,salaried_worker,si,69.5,100.0,100.0,95.0,73.74
person-001163-02,household-v2-001163,core_colombo,b2c_education_intensive_families,0-14,student,si,69.5,100.0,100.0,95.0,73.74
person-001163-03,household-v2-001163,core_colombo,b2c_care_navigation_households,65+,salaried_worker,en,69.5,100.0,100.0,95.0,73.74
person-001164-01,household-v2-001164,outer_commuter_belt,b2c_budget_stretched_commuters,35-44,informal_worker,si,9.56,77.82,67.16,69.75,67.65
person-001164-02,household-v2-001164,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,ta,9.56,77.82,67.16,69.75,67.65
person-001164-03,household-v2-001164,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,ta,9.56,77.82,67.16,69.75,67.65
person-001165-01,household-v2-001165,south_west_suburban,b2c_education_intensive_families,35-44,salaried_worker,si,66.5,100.0,100.0,95.0,73.14
person-001165-02,household-v2-001165,south_west_suburban,b2c_education_intensive_families,0-14,student,si,66.5,100.0,100.0,95.0,73.14
person-001165-03,household-v2-001165,south_west_suburban,b2c_care_navigation_households,65+,salaried_worker,si,66.5,100.0,100.0,95.0,73.14
person-001166-01,household-v2-001166,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-001166-02,household-v2-001166,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001166-03,household-v2-001166,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-001167-01,household-v2-001167,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-001167-02,household-v2-001167,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,ta_en,33.69,83.78,100.0,90.94,69.2
person-001168-01,household-v2-001168,core_colombo,b2c_everyday_utility_seekers,35-44,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-001168-02,household-v2-001168,core_colombo,b2c_everyday_utility_seekers,25-34,salaried_worker,si_en,67.62,100.0,100.0,95.0,77.3
person-001168-03,household-v2-001168,core_colombo,b2c_everyday_utility_seekers,0-14,student,si,67.62,100.0,100.0,95.0,77.3
person-001168-04,household-v2-001168,core_colombo,b2c_youth_upskilling_renters,15-24,student,si,67.62,100.0,100.0,95.0,82.54
person-001169-01,household-v2-001169,south_west_suburban,b2c_budget_stretched_commuters,35-44,informal_worker,si,11.06,78.78,68.12,70.57,63.36
person-001169-02,household-v2-001169,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,ta,11.06,78.78,68.12,70.57,63.36
person-001169-03,household-v2-001169,south_west_suburban,b2c_budget_stretched_commuters,65+,informal_worker,si,11.06,78.78,68.12,70.57,63.36
person-001170-01,household-v2-001170,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-001170-02,household-v2-001170,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-001170-03,household-v2-001170,core_colombo,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,87.71
person-001171-01,household-v2-001171,south_west_suburban,b2c_microcommerce_strivers,0-14,student,si_en,33.69,83.78,100.0,90.94,69.2
person-001171-02,household-v2-001171,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si,33.69,83.78,100.0,90.94,69.2
person-001172-01,household-v2-001172,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001172-02,household-v2-001172,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001172-03,household-v2-001172,core_colombo,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,85.08
person-001173-01,household-v2-001173,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,si,11.56,78.54,67.88,70.36,70.67
person-001173-02,household-v2-001173,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,ta,11.56,78.54,67.88,70.36,66.74
person-001173-03,household-v2-001173,east_growth_corridor,b2c_budget_stretched_commuters,65+,informal_worker,si,11.56,78.54,67.88,70.36,66.74
person-001174-01,household-v2-001174,admin_professional_belt,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001174-02,household-v2-001174,admin_professional_belt,b2c_affluent_service_optimizers,35-44,salaried_worker,en,100.0,100.0,100.0,95.0,85.08
person-001174-03,household-v2-001174,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,85.08
person-001175-01,household-v2-001175,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-001175-02,household-v2-001175,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-001175-03,household-v2-001175,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,34.62,99.78,100.0,94.94,67.42
person-001175-04,household-v2-001175,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-001176-01,household-v2-001176,south_west_suburban,b2c_microcommerce_strivers,0-14,student,ta,33.69,83.78,100.0,90.94,69.2
person-001176-02,household-v2-001176,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si_en,33.69,83.78,100.0,90.94,69.2
person-001177-01,household-v2-001177,south_west_suburban,b2c_microcommerce_strivers,0-14,student,ta_en,33.69,83.78,100.0,90.94,69.2
person-001177-02,household-v2-001177,south_west_suburban,b2c_microcommerce_strivers,65+,salaried_worker,si_en,33.69,83.78,100.0,90.94,69.2
person-001178-01,household-v2-001178,outer_commuter_belt,b2c_budget_stretched_commuters,45-54,informal_worker,si,9.56,77.82,67.16,69.75,67.65
person-001178-02,household-v2-001178,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,ta,9.56,77.82,67.16,69.75,67.65
person-001178-03,household-v2-001178,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,ta,9.56,77.82,67.16,69.75,67.65
person-001179-01,household-v2-001179,south_west_suburban,b2c_budget_stretched_commuters,25-34,informal_worker,ta,11.06,78.78,68.12,70.57,63.36
person-001179-02,household-v2-001179,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,11.06,78.78,68.12,70.57,63.36
person-001179-03,household-v2-001179,south_west_suburban,b2c_budget_stretched_commuters,65+,informal_worker,ta,11.06,78.78,68.12,70.57,63.36
person-001180-01,household-v2-001180,south_west_suburban,b2c_budget_stretched_commuters,55-64,salaried_worker,si_en,33.69,100.0,100.0,95.0,67.89
person-001180-02,household-v2-001180,south_west_suburban,b2c_budget_stretched_commuters,45-54,salaried_worker,si_en,33.69,100.0,100.0,95.0,67.89
person-001181-01,household-v2-001181,core_colombo,b2c_everyday_utility_seekers,25-34,salaried_worker,si,36.69,100.0,100.0,95.0,73.73
person-001181-02,household-v2-001181,core_colombo,b2c_everyday_utility_seekers,25-34,salaried_worker,si,36.69,100.0,100.0,95.0,73.73
person-001182-01,household-v2-001182,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-001182-02,household-v2-001182,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-001183-01,household-v2-001183,south_west_suburban,b2c_education_intensive_families,25-34,salaried_worker,en,66.5,100.0,100.0,95.0,73.14
person-001183-02,household-v2-001183,south_west_suburban,b2c_education_intensive_families,0-14,student,si,66.5,100.0,100.0,95.0,73.14
person-001183-03,household-v2-001183,south_west_suburban,b2c_care_navigation_households,65+,salaried_worker,si_en,66.5,100.0,100.0,95.0,73.14
person-001184-01,household-v2-001184,south_west_suburban,b2c_budget_stretched_commuters,55-64,salaried_worker,si,34.62,99.78,100.0,94.94,67.42
person-001184-02,household-v2-001184,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si_en,34.62,99.78,100.0,94.94,73.97
person-001184-03,household-v2-001184,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,34.62,99.78,100.0,94.94,67.42
person-001184-04,household-v2-001184,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si,34.62,99.78,100.0,94.94,67.42
person-001185-01,household-v2-001185,admin_professional_belt,b2c_everyday_utility_seekers,35-44,salaried_worker,si_en,68.62,100.0,100.0,95.0,81.43
person-001185-02,household-v2-001185,admin_professional_belt,b2c_everyday_utility_seekers,45-54,salaried_worker,si,68.62,100.0,100.0,95.0,81.43
person-001185-03,household-v2-001185,admin_professional_belt,b2c_everyday_utility_seekers,0-14,student,si_en,68.62,100.0,100.0,95.0,81.43
person-001185-04,household-v2-001185,admin_professional_belt,b2c_youth_upskilling_renters,15-24,student,si,68.62,100.0,100.0,95.0,85.36
person-001186-01,household-v2-001186,south_west_suburban,b2c_budget_stretched_commuters,35-44,salaried_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-001186-02,household-v2-001186,south_west_suburban,b2c_budget_stretched_commuters,25-34,salaried_worker,si,34.62,99.78,100.0,94.94,73.97
person-001186-03,household-v2-001186,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si_en,34.62,99.78,100.0,94.94,67.42
person-001186-04,household-v2-001186,south_west_suburban,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,34.62,99.78,100.0,94.94,67.42
person-001187-01,household-v2-001187,east_growth_corridor,b2c_budget_stretched_commuters,45-54,salaried_worker,si_en,35.12,99.54,100.0,94.89,64.24
person-001187-02,household-v2-001187,east_growth_corridor,b2c_budget_stretched_commuters,35-44,salaried_worker,si,35.12,99.54,100.0,94.89,70.8
person-001187-03,household-v2-001187,east_growth_corridor,b2c_budget_stretched_commuters,0-14,student,si,35.12,99.54,100.0,94.89,64.24
person-001187-04,household-v2-001187,east_growth_corridor,b2c_youth_upskilling_renters,15-24,entry_worker,si_en,35.12,99.54,100.0,94.89,65.55
person-001188-01,household-v2-001188,south_west_suburban,b2c_budget_stretched_commuters,25-34,informal_worker,ta,11.06,78.78,68.12,70.57,63.36
person-001188-02,household-v2-001188,south_west_suburban,b2c_budget_stretched_commuters,0-14,student,si,11.06,78.78,68.12,70.57,63.36
person-001188-03,household-v2-001188,south_west_suburban,b2c_budget_stretched_commuters,65+,informal_worker,si_en,11.06,78.78,68.12,70.57,63.36
person-001189-01,household-v2-001189,south_west_suburban,b2c_everyday_utility_seekers,35-44,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001189-02,household-v2-001189,south_west_suburban,b2c_everyday_utility_seekers,45-54,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001189-03,household-v2-001189,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si_en,64.62,100.0,100.0,95.0,76.7
person-001189-04,household-v2-001189,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,si,64.62,100.0,100.0,95.0,81.94
person-001190-01,household-v2-001190,south_west_suburban,b2c_everyday_utility_seekers,45-54,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001190-02,household-v2-001190,south_west_suburban,b2c_everyday_utility_seekers,45-54,salaried_worker,si,64.62,100.0,100.0,95.0,76.7
person-001190-03,household-v2-001190,south_west_suburban,b2c_everyday_utility_seekers,0-14,student,si,64.62,100.0,100.0,95.0,76.7
person-001190-04,household-v2-001190,south_west_suburban,b2c_youth_upskilling_renters,15-24,student,en,64.62,100.0,100.0,95.0,81.94
person-001191-01,household-v2-001191,south_west_suburban,b2c_care_navigation_households,65+,retired,si,11.06,78.78,68.12,70.57,68.61
person-001191-02,household-v2-001191,south_west_suburban,b2c_care_navigation_households,65+,retired,ta,11.06,78.78,68.12,70.57,68.61
person-001192-01,household-v2-001192,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,en,100.0,100.0,100.0,95.0,87.71
person-001192-02,household-v2-001192,admin_professional_belt,b2c_affluent_service_optimizers,25-34,salaried_worker,si_en,100.0,100.0,100.0,95.0,87.71
person-001192-03,household-v2-001192,admin_professional_belt,b2c_affluent_service_optimizers,0-14,student,en,100.0,100.0,100.0,95.0,87.71
person-001193-01,household-v2-001193,core_colombo,b2c_affluent_service_optimizers,35-44,salaried_worker,si_en,100.0,100.0,100.0,95.0,85.08
person-001193-02,household-v2-001193,core_colombo,b2c_affluent_service_optimizers,25-34,salaried_worker,si,100.0,100.0,100.0,95.0,85.08
person-001193-03,household-v2-001193,core_colombo,b2c_affluent_service_optimizers,0-14,student,si_en,100.0,100.0,100.0,95.0,85.08
person-001194-01,household-v2-001194,outer_commuter_belt,b2c_budget_stretched_commuters,55-64,salaried_worker,si,10.19,77.82,67.16,69.75,66.53
person-001194-02,household-v2-001194,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,si,10.19,77.82,67.16,69.75,66.53
person-001194-03,household-v2-001194,outer_commuter_belt,b2c_youth_upskilling_renters,15-24,entry_worker,ta,10.19,77.82,67.16,69.75,70.4
person-001194-04,household-v2-001194,outer_commuter_belt,b2c_budget_stretched_commuters,65+,salaried_worker,si_en,10.19,77.82,67.16,69.75,66.53
person-001195-01,household-v2-001195,outer_commuter_belt,b2c_budget_stretched_commuters,25-34,informal_worker,si,9.56,77.82,67.16,69.75,67.65
person-001195-02,household-v2-001195,outer_commuter_belt,b2c_budget_stretched_commuters,0-14,student,ta,9.56,77.82,67.16,69.75,67.65
person-001195-03,household-v2-001195,outer_commuter_belt,b2c_budget_stretched_commuters,65+,informal_worker,si_en,9.56,77.82,67.16,69.75,67.65
person-001196-01,household-v2-001196,admin_professional_belt,b2c_education_intensive_families,25-34,salaried_worker,si,38.62,100.0,100.0,95.0,64.94
person-001196-02,household-v2-001196,admin_professional_belt,b2c_education_intensive_families,35-44,salaried_worker,si_en,38.62,100.0,100.0,95.0,71.5
person-001196-03,household-v2-001196,admin_professional_belt,b2c_education_intensive_families,0-14,student,si,38.62,100.0,100.0,95.0,64.94
person-001196-04,household-v2-001196,admin_professional_belt,b2c_youth_upskilling_renters,15-24,entry_worker,si,38.62,100.0,100.0,95.0,70.19
person-001197-01,household-v2-001197,east_growth_corridor,b2c_microcommerce_strivers,0-14,student,si_en,34.19,83.54,100.0,90.89,69.3
person-001197-02,household-v2-001197,east_growth_corridor,b2c_microcommerce_strivers,65+,salaried_worker,si,34.19,83.54,100.0,90.89,69.3
